PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000000439,P00439,2023-01-21,26.79,48.21,Cost Increase
PH000000440,P00440,2023-01-05,24.84,36.57,Annual Review
PH000000441,P00441,2023-01-13,31.77,43.85,Cost Increase
PH000000442,P00442,2023-01-14,12.56,14.46,Cost Increase
PH000000443,P00443,2023-01-12,12.39,20.51,Cost Increase
PH000000444,P00444,2023-01-20,66.13,103.69,Promotion End
PH000000445,P00445,2023-01-15,4.67,8.06,Cost Increase
PH000000446,P00446,2023-01-10,15.58,25.05,Market Adjustment
PH000000447,P00447,2023-01-09,20.68,30.03,Annual Review
PH000000448,P00448,2023-01-05,21.98,33.36,Promotion End
PH000000449,P00449,2023-01-15,17.16,31.34,Promotion End
PH000000450,P00450,2023-01-17,38.26,57.52,Annual Review
PH000000451,P00451,2023-01-13,36.65,54.73,Market Adjustment
PH000000452,P00452,2023-01-15,24.93,40.61,Promotion End
PH000000453,P00453,2023-01-05,17.73,32.16,Promotion End
PH000000454,P00454,2023-01-08,22.76,27.94,Cost Increase
PH000000455,P00455,2023-01-16,28.52,34.13,Cost Increase
PH000000456,P00456,2023-01-13,16.47,25.37,Cost Increase
PH000000457,P00457,2023-01-18,39.74,56.2,Promotion End
PH000000458,P00458,2023-01-19,53.83,66.69,Cost Increase
PH000000459,P00459,2023-01-05,75.15,117.41,Promotion End
PH000000460,P00460,2023-01-16,69.11,100.66,Market Adjustment
PH000000461,P00461,2023-01-14,22.1,27.86,Cost Increase
PH000000462,P00462,2023-01-17,29.7,38.38,Promotion End
PH000000463,P00463,2023-01-17,24.24,28.41,Promotion End
PH000000464,P00464,2023-01-12,24.69,33.9,Annual Review
PH000000465,P00465,2023-01-19,22.92,30.98,Promotion End
PH000000466,P00466,2023-01-04,27.55,34.59,Promotion End
PH000000467,P00467,2023-01-14,60.09,91.59,Promotion End
PH000000468,P00468,2023-01-02,33.74,48.74,Annual Review
PH000000469,P00469,2023-01-21,12.03,17.25,Market Adjustment
PH000000470,P00470,2023-01-11,52.91,84.95,Cost Increase
PH000000471,P00471,2023-01-21,32.03,49.06,Annual Review
PH000000472,P00472,2023-01-19,38.6,53.43,Market Adjustment
PH000000473,P00473,2023-01-13,32.67,39.57,Promotion End
PH000000474,P00474,2023-01-12,35.11,40.77,Market Adjustment
PH000000475,P00475,2023-01-11,36.21,53.45,Market Adjustment
PH000000476,P00476,2023-01-07,8.24,13.24,Promotion End
PH000000477,P00477,2023-01-06,38.99,62.94,Cost Increase
PH000000478,P00478,2023-01-03,16.89,28.26,Market Adjustment
PH000000479,P00479,2023-01-07,19.06,32.94,Annual Review
PH000000480,P00480,2023-01-13,26.97,48.33,Promotion End
PH000000481,P00481,2023-01-19,85.45,108.23,Annual Review
PH000000482,P00482,2023-01-06,13.63,17.89,Market Adjustment
PH000000483,P00483,2023-01-06,26.1,39.18,Annual Review
PH000000484,P00484,2023-01-09,22.25,27.62,Promotion End
PH000000485,P00485,2023-01-21,51.21,89.63,Promotion End
PH000000486,P00486,2023-01-12,22.1,28.23,Market Adjustment
PH000000487,P00487,2023-01-03,31.31,43.96,Market Adjustment
PH000000488,P00488,2023-01-07,13.33,17.41,Promotion End
PH000000489,P00489,2023-01-04,57.96,74.91,Cost Increase
PH000000490,P00490,2023-01-06,9.9,17.7,Cost Increase
PH000000491,P00491,2023-01-14,38.62,48.43,Cost Increase
PH000000492,P00492,2023-01-01,32.76,45.34,Annual Review
PH000000493,P00493,2023-01-06,36.21,60.02,Market Adjustment
PH000000494,P00494,2023-01-14,10.23,12.25,Market Adjustment
PH000000495,P00495,2023-01-09,21.64,26.35,Market Adjustment
PH000000496,P00496,2023-01-18,51.35,82.9,Cost Increase
PH000000497,P00497,2023-01-15,95.25,158.14,Market Adjustment
PH000000498,P00498,2023-01-05,25.17,38.84,Market Adjustment
PH000000499,P00499,2023-01-05,46.51,81.85,Promotion End
PH000000500,P00500,2023-01-12,29.38,39.62,Market Adjustment
PH000000501,P00501,2023-01-07,26.33,35.66,Promotion End
PH000000502,P00502,2023-01-04,20.11,33.93,Promotion End
PH000000503,P00503,2023-01-12,27.91,33.31,Cost Increase
PH000000504,P00504,2023-01-21,43.29,63.28,Market Adjustment
PH000000505,P00505,2023-01-13,45.52,60.92,Promotion End
PH000000506,P00506,2023-01-13,11.48,19.12,Annual Review
PH000000507,P00507,2023-01-13,19.03,26.3,Cost Increase
PH000000508,P00508,2023-01-19,12.82,21.75,Annual Review
PH000000509,P00509,2023-01-19,28.88,42.36,Promotion End
PH000000510,P00510,2023-01-13,21.63,34.85,Market Adjustment
PH000000511,P00511,2023-01-20,34.68,42.58,Market Adjustment
PH000000512,P00512,2023-01-08,36.82,58.22,Promotion End
PH000000513,P00513,2023-01-04,6.1,11.48,Cost Increase
PH000000514,P00514,2023-01-21,5.81,8.61,Promotion End
PH000000515,P00515,2023-01-09,27.01,33.61,Cost Increase
PH000000516,P00516,2023-01-04,61.2,109.84,Annual Review
PH000000517,P00517,2023-01-03,19.5,24.12,Promotion End
PH000000518,P00518,2023-01-16,19.22,24.62,Cost Increase
PH000000519,P00519,2023-01-15,53.17,65.51,Cost Increase
PH000000520,P00520,2023-01-20,47.79,86.82,Market Adjustment
PH000000521,P00521,2023-01-12,14.19,21.08,Annual Review
PH000000522,P00522,2023-01-04,44.14,67.91,Annual Review
PH000000523,P00523,2023-01-16,15.96,23.5,Market Adjustment
PH000000524,P00524,2023-01-12,18.61,32.15,Promotion End
PH000000525,P00525,2023-01-03,13.82,18.9,Cost Increase
PH000000526,P00526,2023-01-06,11.4,14.36,Market Adjustment
PH000000527,P00527,2023-01-12,29.98,37.21,Cost Increase
PH000000528,P00528,2023-01-12,10.29,16.06,Annual Review
PH000000529,P00529,2023-01-09,30.31,41.87,Promotion End
PH000000530,P00530,2023-01-05,30.05,34.81,Market Adjustment
PH000000531,P00531,2023-01-10,24.24,27.7,Cost Increase
PH000000532,P00532,2023-01-17,20.02,23.22,Annual Review
PH000000533,P00533,2023-01-17,17.65,22.46,Annual Review
PH000000534,P00534,2023-01-20,12.89,22.97,Promotion End
PH000000535,P00535,2023-01-15,74.6,111.62,Annual Review
PH000000536,P00536,2023-01-19,23.32,31.39,Market Adjustment
PH000000537,P00537,2023-01-09,22.83,31.88,Market Adjustment
PH000000538,P00538,2023-01-20,14.52,16.93,Cost Increase
PH000000539,P00539,2023-01-17,68.42,119.76,Cost Increase
PH000000540,P00540,2023-01-12,17.9,26.54,Annual Review
PH000000541,P00541,2023-01-10,33.05,41.7,Annual Review
PH000000542,P00542,2023-01-04,36.56,51.01,Market Adjustment
PH000000543,P00543,2023-01-01,29.33,50.5,Cost Increase
PH000000544,P00544,2023-01-03,10.18,15.9,Annual Review
PH000000545,P00545,2023-01-11,42.01,63.39,Promotion End
PH000000546,P00546,2023-01-07,18.06,25.84,Annual Review
PH000000547,P00547,2023-01-19,47.92,55.23,Annual Review
PH000000548,P00548,2023-01-15,17.45,25.95,Promotion End
PH000000549,P00549,2023-01-16,82.98,98.09,Market Adjustment
PH000000550,P00550,2023-01-11,54.89,65.59,Market Adjustment
PH000000551,P00551,2023-01-02,58.97,88.18,Cost Increase
PH000000552,P00552,2023-01-02,40.94,69.77,Market Adjustment
PH000000553,P00553,2023-01-05,12.78,22.34,Annual Review
PH000000554,P00554,2023-01-12,10.47,13.14,Annual Review
PH000000555,P00555,2023-01-05,66.18,95.67,Annual Review
PH000000556,P00556,2023-01-02,75.94,109.25,Market Adjustment
PH000000557,P00557,2023-01-03,12.33,20.7,Promotion End
PH000000558,P00558,2023-01-16,28.67,43.54,Cost Increase
PH000000559,P00559,2023-01-13,61.54,73.27,Annual Review
PH000000560,P00560,2023-01-01,35.4,58.32,Market Adjustment
PH000000561,P00561,2023-01-08,37.82,45.82,Market Adjustment
PH000000562,P00562,2023-01-17,16.28,24.99,Cost Increase
PH000000563,P00563,2023-01-10,23.98,31.55,Annual Review
PH000000564,P00564,2023-01-08,94.5,129.39,Cost Increase
PH000000565,P00565,2023-01-19,22.67,37.53,Cost Increase
PH000000566,P00566,2023-01-04,14.52,20.29,Cost Increase
PH000000567,P00567,2023-01-13,16.98,27.37,Promotion End
PH000000568,P00568,2023-01-18,24.18,29.13,Promotion End
PH000000569,P00569,2023-01-03,27.87,36.14,Promotion End
PH000000570,P00570,2023-01-11,25.44,35.1,Promotion End
PH000000571,P00571,2023-01-01,88.99,152.97,Market Adjustment
PH000000572,P00572,2023-01-07,6.79,12.2,Market Adjustment
PH000000573,P00573,2023-01-04,27.5,46.09,Market Adjustment
PH000000574,P00574,2023-01-14,37.79,56.72,Cost Increase
PH000000575,P00575,2023-01-05,56.58,86.8,Cost Increase
PH000000576,P00576,2023-01-08,31.04,39.77,Promotion End
PH000000577,P00577,2023-01-15,32.66,44.07,Market Adjustment
PH000000578,P00578,2023-01-20,44.82,54.52,Promotion End
PH000000579,P00579,2023-01-11,27.9,38.55,Annual Review
PH000000580,P00580,2023-01-03,4.86,5.91,Cost Increase
PH000000581,P00581,2023-01-06,11.96,13.99,Market Adjustment
PH000000582,P00582,2023-01-03,23.33,35.63,Annual Review
PH000000583,P00583,2023-01-07,13.96,15.73,Market Adjustment
PH000000584,P00584,2023-01-06,150.16,223.83,Annual Review
PH000000585,P00585,2023-01-17,20.71,25.01,Cost Increase
PH000000586,P00586,2023-01-04,11.91,18.89,Cost Increase
PH000000587,P00587,2023-01-03,24.6,41.49,Cost Increase
PH000000588,P00588,2023-01-17,26.0,29.44,Promotion End
PH000000589,P00589,2023-01-06,16.34,21.59,Promotion End
PH000000590,P00590,2023-01-07,35.31,54.38,Annual Review
PH000000591,P00591,2023-01-10,10.96,19.18,Cost Increase
PH000000592,P00592,2023-01-08,15.3,23.56,Market Adjustment
PH000000593,P00593,2023-01-21,26.91,37.41,Cost Increase
PH000000594,P00594,2023-01-02,21.86,37.19,Promotion End
PH000000595,P00595,2023-01-16,41.5,61.75,Promotion End
PH000000596,P00596,2023-01-01,79.27,95.32,Annual Review
PH000000597,P00597,2023-01-09,22.52,29.37,Market Adjustment
PH000000598,P00598,2023-01-05,104.02,169.72,Promotion End
PH000000599,P00599,2023-01-20,11.55,13.48,Market Adjustment
PH000000600,P00600,2023-01-04,78.21,119.5,Promotion End
PH000000601,P00601,2023-01-08,10.58,19.23,Promotion End
PH000000602,P00602,2023-01-11,35.86,41.97,Market Adjustment
PH000000603,P00603,2023-01-17,16.95,26.53,Promotion End
PH000000604,P00604,2023-01-05,16.15,19.19,Market Adjustment
PH000000605,P00605,2023-01-08,132.32,188.89,Cost Increase
PH000000606,P00606,2023-01-10,51.66,59.44,Annual Review
PH000000607,P00607,2023-01-15,23.97,36.8,Cost Increase
PH000000608,P00608,2023-01-12,4.26,6.16,Promotion End
PH000000609,P00609,2023-01-20,7.68,9.58,Promotion End
PH000000610,P00610,2023-01-03,11.95,19.05,Promotion End
PH000000611,P00611,2023-01-06,26.86,37.15,Market Adjustment
PH000000612,P00612,2023-01-10,35.61,59.01,Annual Review
PH000000613,P00613,2023-01-10,14.48,24.01,Cost Increase
PH000000614,P00614,2023-01-07,45.09,84.04,Promotion End
PH000000615,P00615,2023-01-14,41.15,69.86,Market Adjustment
PH000000616,P00616,2023-01-10,18.57,21.23,Cost Increase
PH000000617,P00617,2023-01-05,12.18,19.86,Market Adjustment
PH000000618,P00618,2023-01-15,33.96,43.59,Promotion End
PH000000619,P00619,2023-01-18,27.6,39.16,Promotion End
PH000000620,P00620,2023-01-03,41.36,66.09,Promotion End
PH000000621,P00621,2023-01-11,66.06,84.2,Promotion End
PH000000622,P00622,2023-01-05,89.74,114.64,Annual Review
PH000000623,P00623,2023-01-05,55.97,87.87,Cost Increase
PH000000624,P00624,2023-01-18,20.62,23.51,Annual Review
PH000000625,P00625,2023-01-15,23.82,39.98,Annual Review
PH000000626,P00626,2023-01-17,52.86,79.3,Cost Increase
PH000000627,P00627,2023-01-08,15.67,24.7,Annual Review
PH000000628,P00628,2023-01-14,16.56,19.67,Promotion End
PH000000629,P00629,2023-01-12,46.78,67.92,Annual Review
PH000000630,P00630,2023-01-15,94.35,118.31,Market Adjustment
PH000000631,P00631,2023-01-07,54.37,71.86,Annual Review
PH000000632,P00632,2023-01-08,47.96,67.76,Market Adjustment
PH000000633,P00633,2023-01-13,26.38,42.37,Cost Increase
PH000000634,P00634,2023-01-07,15.05,26.27,Cost Increase
PH000000635,P00635,2023-01-07,42.62,71.26,Annual Review
PH000000636,P00636,2023-01-15,79.59,114.82,Market Adjustment
PH000000637,P00637,2023-01-09,20.67,28.68,Market Adjustment
PH000000638,P00638,2023-01-19,17.38,28.14,Cost Increase
PH000000639,P00639,2023-01-08,17.69,26.28,Promotion End
PH000000640,P00640,2023-01-09,35.48,42.74,Annual Review
PH000000641,P00641,2023-01-14,63.95,75.08,Promotion End
PH000000642,P00642,2023-01-07,6.53,8.94,Promotion End
PH000000643,P00643,2023-01-10,28.17,34.97,Market Adjustment
PH000000644,P00644,2023-01-13,10.72,14.72,Market Adjustment
PH000000645,P00645,2023-01-02,112.13,170.15,Cost Increase
PH000000646,P00646,2023-01-10,30.87,36.23,Market Adjustment
PH000000647,P00647,2023-01-03,20.22,29.31,Cost Increase
PH000000648,P00648,2023-01-14,33.28,45.95,Promotion End
PH000000649,P00649,2023-01-01,8.94,13.21,Annual Review
PH000000650,P00650,2023-01-19,11.96,15.05,Annual Review
PH000000651,P00651,2023-01-05,28.14,45.75,Market Adjustment
PH000000652,P00652,2023-01-20,42.05,51.2,Cost Increase
PH000000653,P00653,2023-01-08,22.74,28.89,Cost Increase
PH000000654,P00654,2023-01-15,13.54,22.56,Promotion End
PH000000655,P00655,2023-01-10,3.84,4.66,Promotion End
PH000000656,P00656,2023-01-05,11.97,15.97,Annual Review
PH000000657,P00657,2023-01-01,16.88,20.43,Annual Review
PH000000658,P00658,2023-01-12,41.16,69.53,Annual Review
PH000000659,P00659,2023-01-11,23.34,39.83,Annual Review
PH000000660,P00660,2023-01-17,9.72,16.11,Market Adjustment
PH000000661,P00661,2023-01-16,15.88,20.79,Cost Increase
PH000000662,P00662,2023-01-05,27.43,31.15,Annual Review
PH000000663,P00663,2023-01-18,31.53,39.96,Annual Review
PH000000664,P00664,2023-01-03,33.28,44.76,Promotion End
PH000000665,P00665,2023-01-10,24.84,29.15,Cost Increase
PH000000666,P00666,2023-01-21,7.17,10.52,Cost Increase
PH000000667,P00667,2023-01-05,50.24,88.34,Cost Increase
PH000000668,P00668,2023-01-11,36.63,52.63,Market Adjustment
PH000000669,P00669,2023-01-15,37.76,53.46,Promotion End
PH000000670,P00670,2023-01-16,177.36,238.04,Annual Review
PH000000671,P00671,2023-01-03,15.75,19.03,Cost Increase
PH000000672,P00672,2023-01-16,36.88,67.29,Market Adjustment
PH000000673,P00673,2023-01-06,13.07,17.61,Cost Increase
PH000000674,P00674,2023-01-18,34.83,53.9,Annual Review
PH000000675,P00675,2023-01-10,52.7,67.09,Cost Increase
PH000000676,P00676,2023-01-03,23.31,30.86,Annual Review
PH000000677,P00677,2023-01-17,10.88,13.89,Annual Review
PH000000678,P00678,2023-01-10,103.32,147.21,Market Adjustment
PH000000679,P00679,2023-01-03,21.37,31.65,Cost Increase
PH000000680,P00680,2023-01-18,20.42,23.41,Market Adjustment
PH000000681,P00681,2023-01-16,21.28,30.21,Market Adjustment
PH000000682,P00682,2023-01-14,8.06,10.31,Promotion End
PH000000683,P00683,2023-01-03,20.7,30.4,Promotion End
PH000000684,P00684,2023-01-14,12.1,18.98,Cost Increase
PH000000685,P00685,2023-01-05,65.6,102.85,Promotion End
PH000000686,P00686,2023-01-12,9.46,14.16,Market Adjustment
PH000000687,P00687,2023-01-19,36.54,46.04,Market Adjustment
PH000000688,P00688,2023-01-07,26.36,48.22,Annual Review
PH000000689,P00689,2023-01-11,40.58,71.59,Cost Increase
PH000000690,P00690,2023-01-07,32.88,45.14,Cost Increase
PH000000691,P00691,2023-01-04,65.63,92.85,Promotion End
PH000000692,P00692,2023-01-08,22.04,37.28,Market Adjustment
PH000000693,P00693,2023-01-10,7.96,13.01,Cost Increase
PH000000694,P00694,2023-01-14,64.34,107.93,Cost Increase
PH000000695,P00695,2023-01-12,34.7,41.79,Market Adjustment
PH000000696,P00696,2023-01-04,16.77,20.75,Cost Increase
PH000000697,P00697,2023-01-15,18.89,26.49,Annual Review
PH000000698,P00698,2023-01-19,7.38,13.13,Market Adjustment
PH000000699,P00699,2023-01-11,41.73,67.77,Annual Review
PH000000700,P00700,2023-01-15,41.59,61.09,Annual Review
PH000000701,P00701,2023-01-10,61.07,97.11,Cost Increase
PH000000702,P00702,2023-01-11,23.57,43.16,Annual Review
PH000000703,P00703,2023-01-13,18.49,23.62,Annual Review
PH000000704,P00704,2023-01-13,31.94,45.51,Annual Review
PH000000705,P00705,2023-01-07,26.93,32.04,Market Adjustment
PH000000706,P00706,2023-01-08,20.42,33.21,Cost Increase
PH000000707,P00707,2023-01-12,8.95,12.9,Promotion End
PH000000708,P00708,2023-01-03,71.88,92.55,Market Adjustment
PH000000709,P00709,2023-01-09,127.54,161.26,Market Adjustment
PH000000710,P00710,2023-01-10,52.55,97.46,Market Adjustment
PH000000711,P00711,2023-01-07,23.94,31.41,Promotion End
PH000000712,P00712,2023-01-04,36.68,41.88,Annual Review
PH000000713,P00713,2023-01-20,30.31,36.61,Market Adjustment
PH000000714,P00714,2023-01-01,49.71,76.54,Market Adjustment
PH000000715,P00715,2023-01-10,42.07,66.52,Market Adjustment
PH000000716,P00716,2023-01-11,22.6,37.35,Promotion End
PH000000717,P00717,2023-01-08,14.77,20.7,Cost Increase
PH000000718,P00718,2023-01-07,32.8,57.96,Market Adjustment
PH000000719,P00719,2023-01-11,20.08,29.72,Cost Increase
PH000000720,P00720,2023-01-03,11.15,13.2,Promotion End
PH000000721,P00721,2023-01-13,16.81,22.7,Cost Increase
PH000000722,P00722,2023-01-03,10.36,12.93,Market Adjustment
PH000000723,P00723,2023-01-19,24.79,30.79,Annual Review
PH000000724,P00724,2023-01-10,142.24,253.39,Market Adjustment
PH000000725,P00725,2023-01-06,21.92,38.89,Market Adjustment
PH000000726,P00726,2023-01-01,21.25,26.91,Annual Review
PH000000727,P00727,2023-01-03,25.27,42.69,Market Adjustment
PH000000728,P00728,2023-01-01,77.96,97.49,Cost Increase
PH000000729,P00729,2023-01-09,134.7,232.16,Cost Increase
PH000000730,P00730,2023-01-20,93.93,143.8,Cost Increase
PH000000731,P00731,2023-01-14,53.53,60.67,Promotion End
PH000000732,P00732,2023-01-15,14.63,19.55,Promotion End
PH000000733,P00733,2023-01-06,55.21,66.71,Promotion End
PH000000734,P00734,2023-01-04,11.02,16.56,Annual Review
PH000000735,P00735,2023-01-12,10.07,13.22,Market Adjustment
PH000000736,P00736,2023-01-14,28.99,48.76,Annual Review
PH000000737,P00737,2023-01-19,26.6,48.35,Annual Review
PH000000738,P00738,2023-01-10,23.64,30.68,Annual Review
PH000000739,P00739,2023-01-17,115.53,188.19,Cost Increase
PH000000740,P00740,2023-01-10,20.3,36.67,Cost Increase
PH000000741,P00741,2023-01-15,36.54,67.33,Cost Increase
PH000000742,P00742,2023-01-07,29.7,39.86,Annual Review
PH000000743,P00743,2023-01-18,46.06,73.56,Cost Increase
PH000000744,P00744,2023-01-20,51.14,76.87,Promotion End
PH000000745,P00745,2023-01-05,34.46,48.1,Promotion End
PH000000746,P00746,2023-01-12,17.79,23.34,Market Adjustment
PH000000747,P00747,2023-01-05,17.46,21.99,Promotion End
PH000000748,P00748,2023-01-16,20.92,26.86,Promotion End
PH000000749,P00749,2023-01-05,34.24,59.51,Annual Review
PH000000750,P00750,2023-01-05,45.7,53.16,Market Adjustment
PH000000751,P00751,2023-01-09,18.15,27.56,Market Adjustment
PH000000752,P00752,2023-01-19,70.23,88.24,Cost Increase
PH000000753,P00753,2023-01-19,23.05,40.7,Promotion End
PH000000754,P00754,2023-01-19,6.19,11.2,Cost Increase
PH000000755,P00755,2023-01-20,113.01,197.92,Annual Review
PH000000756,P00756,2023-01-18,28.64,37.0,Market Adjustment
PH000000757,P00757,2023-01-17,52.23,66.88,Cost Increase
PH000000758,P00758,2023-01-18,8.36,14.45,Promotion End
PH000000759,P00759,2023-01-04,16.46,24.6,Annual Review
PH000000760,P00760,2023-01-18,22.08,39.11,Market Adjustment
PH000000761,P00761,2023-01-08,11.34,15.43,Cost Increase
PH000000762,P00762,2023-01-14,23.18,38.89,Promotion End
PH000000763,P00763,2023-01-12,20.13,25.1,Market Adjustment
PH000000764,P00764,2023-01-09,63.3,86.8,Cost Increase
PH000000765,P00765,2023-01-03,6.15,11.26,Market Adjustment
PH000000766,P00766,2023-01-05,39.88,57.9,Promotion End
PH000000767,P00767,2023-01-14,54.45,61.27,Cost Increase
PH000000768,P00768,2023-01-04,109.36,155.85,Promotion End
PH000000769,P00769,2023-01-04,46.4,83.58,Annual Review
PH000000770,P00770,2023-01-20,14.52,16.61,Cost Increase
PH000000771,P00771,2023-01-10,22.25,39.02,Annual Review
PH000000772,P00772,2023-01-18,32.46,46.62,Cost Increase
PH000000773,P00773,2023-01-18,70.28,102.52,Market Adjustment
PH000000774,P00774,2023-01-07,7.89,13.43,Annual Review
PH000000775,P00775,2023-01-13,39.2,52.28,Annual Review
PH000000776,P00776,2023-01-20,8.96,15.34,Annual Review
PH000000777,P00777,2023-01-06,18.22,26.79,Annual Review
